run,iteration,best_fitness
0,0,426.638134
0,1,458.399024
0,2,495.440498
0,3,581.883740
0,4,583.275977
0,5,609.690666
0,6,628.920300
0,7,639.776218
0,8,673.714629
0,9,673.714629
0,10,673.714629
0,11,673.714629
0,12,673.714629
0,13,673.714629
0,14,673.714629
0,15,683.848891
0,16,718.985579
0,17,718.985579
0,18,718.985579
0,19,718.985579
0,20,725.820653
0,21,744.424962
0,22,744.424962
0,23,744.424962
0,24,754.423290
0,25,754.423290
0,26,754.423290
0,27,754.423290
0,28,754.423290
0,29,754.423290
0,30,754.423290
0,31,754.423290
0,32,754.423290
0,33,763.269026
0,34,763.269026
0,35,763.269026
0,36,763.269026
0,37,763.269026
0,38,763.269026
0,39,765.734702
0,40,765.734702
0,41,765.734702
0,42,802.324854
0,43,802.324854
0,44,802.324854
0,45,802.324854
0,46,802.324854
0,47,802.324854
0,48,802.324854
0,49,802.324854
0,50,802.324854
0,51,802.324854
0,52,802.324854
0,53,802.324854
0,54,802.324854
0,55,802.324854
0,56,802.324854
0,57,802.324854
0,58,802.324854
0,59,802.324854
0,60,802.324854
0,61,802.324854
0,62,809.804285
0,63,809.804285
0,64,809.804285
0,65,809.804285
0,66,809.804285
0,67,809.804285
0,68,809.804285
0,69,809.804285
0,70,809.804285
0,71,809.804285
0,72,809.804285
0,73,809.804285
0,74,809.804285
0,75,809.804285
0,76,809.804285
0,77,809.804285
0,78,809.804285
0,79,809.804285
0,80,809.804285
0,81,809.804285
0,82,809.804285
0,83,809.804285
0,84,809.804285
0,85,809.804285
0,86,809.804285
0,87,809.804285
0,88,809.804285
0,89,809.804285
0,90,809.804285
0,91,809.804285
0,92,809.804285
0,93,809.804285
0,94,809.804285
0,95,809.804285
0,96,809.804285
0,97,809.804285
0,98,809.804285
0,99,809.804285
1,0,524.351946
1,1,617.236657
1,2,617.236657
1,3,658.751971
1,4,660.886910
1,5,680.355932
1,6,680.355932
1,7,720.632074
1,8,720.632074
1,9,720.864302
1,10,720.864302
1,11,728.354953
1,12,733.482793
1,13,733.482793
1,14,747.397296
1,15,747.397296
1,16,776.114419
1,17,776.114419
1,18,776.114419
1,19,785.049712
1,20,785.049712
1,21,785.049712
1,22,785.049712
1,23,785.049712
1,24,785.049712
1,25,785.049712
1,26,785.049712
1,27,785.049712
1,28,785.049712
1,29,785.049712
1,30,785.049712
1,31,785.049712
1,32,785.049712
1,33,785.049712
1,34,785.049712
1,35,785.049712
1,36,785.049712
1,37,785.049712
1,38,785.049712
1,39,785.049712
1,40,785.049712
1,41,785.049712
1,42,785.049712
1,43,785.049712
1,44,785.049712
1,45,785.049712
1,46,785.049712
1,47,785.049712
1,48,785.049712
1,49,785.049712
1,50,785.049712
1,51,785.049712
1,52,785.049712
1,53,785.049712
1,54,785.049712
1,55,785.049712
1,56,785.049712
1,57,785.049712
1,58,785.049712
1,59,785.049712
1,60,785.049712
1,61,785.049712
1,62,785.049712
1,63,785.049712
1,64,785.049712
1,65,800.925775
1,66,800.925775
1,67,800.925775
1,68,800.925775
1,69,800.925775
1,70,800.925775
1,71,800.925775
1,72,800.925775
1,73,800.925775
1,74,800.925775
1,75,800.925775
1,76,800.925775
1,77,800.925775
1,78,800.925775
1,79,800.925775
1,80,800.925775
1,81,800.925775
1,82,800.925775
1,83,800.925775
1,84,800.925775
1,85,800.925775
1,86,800.925775
1,87,800.925775
1,88,800.925775
1,89,800.925775
1,90,800.925775
1,91,800.925775
1,92,800.925775
1,93,800.925775
1,94,800.925775
1,95,800.925775
1,96,800.925775
1,97,800.925775
1,98,800.925775
1,99,800.925775
2,0,491.534607
2,1,545.724841
2,2,545.724841
2,3,638.264956
2,4,638.264956
2,5,660.032002
2,6,662.843342
2,7,685.961351
2,8,720.657561
2,9,720.657561
2,10,720.657561
2,11,722.133772
2,12,722.133772
2,13,722.133772
2,14,722.133772
2,15,755.049682
2,16,755.049682
2,17,755.049682
2,18,776.285075
2,19,776.285075
2,20,776.285075
2,21,776.285075
2,22,776.285075
2,23,782.622165
2,24,782.622165
2,25,782.622165
2,26,782.622165
2,27,782.622165
2,28,782.622165
2,29,782.622165
2,30,806.257429
2,31,806.257429
2,32,806.257429
2,33,806.257429
2,34,806.257429
2,35,806.257429
2,36,806.257429
2,37,806.257429
2,38,806.257429
2,39,806.257429
2,40,806.257429
2,41,806.257429
2,42,806.257429
2,43,806.257429
2,44,806.257429
2,45,806.257429
2,46,806.257429
2,47,806.257429
2,48,806.257429
2,49,806.257429
2,50,806.257429
2,51,806.257429
2,52,806.257429
2,53,806.257429
2,54,806.257429
2,55,806.257429
2,56,806.257429
2,57,806.257429
2,58,806.257429
2,59,806.257429
2,60,806.257429
2,61,806.257429
2,62,806.257429
2,63,806.257429
2,64,806.257429
2,65,806.257429
2,66,806.257429
2,67,806.257429
2,68,806.257429
2,69,806.257429
2,70,806.257429
2,71,806.257429
2,72,806.257429
2,73,806.257429
2,74,806.257429
2,75,806.257429
2,76,806.257429
2,77,806.257429
2,78,806.257429
2,79,806.257429
2,80,806.257429
2,81,806.257429
2,82,806.257429
2,83,806.257429
2,84,806.257429
2,85,806.257429
2,86,806.257429
2,87,806.257429
2,88,806.257429
2,89,806.257429
2,90,806.257429
2,91,806.257429
2,92,806.257429
2,93,806.257429
2,94,806.257429
2,95,806.257429
2,96,806.257429
2,97,806.257429
2,98,806.257429
2,99,806.257429
3,0,408.036953
3,1,596.718005
3,2,596.718005
3,3,683.907961
3,4,683.907961
3,5,690.430229
3,6,690.430229
3,7,690.430229
3,8,692.425162
3,9,718.824511
3,10,733.314558
3,11,736.796245
3,12,744.080593
3,13,744.080593
3,14,744.080593
3,15,744.080593
3,16,759.001561
3,17,759.001561
3,18,759.001561
3,19,759.001561
3,20,759.001561
3,21,759.001561
3,22,795.289032
3,23,795.289032
3,24,795.289032
3,25,795.289032
3,26,795.289032
3,27,795.289032
3,28,795.289032
3,29,795.289032
3,30,795.289032
3,31,795.289032
3,32,795.289032
3,33,795.289032
3,34,795.289032
3,35,795.289032
3,36,795.289032
3,37,795.289032
3,38,795.289032
3,39,795.289032
3,40,795.289032
3,41,795.289032
3,42,795.289032
3,43,795.289032
3,44,795.289032
3,45,795.289032
3,46,795.289032
3,47,795.289032
3,48,795.289032
3,49,795.289032
3,50,795.289032
3,51,795.289032
3,52,795.289032
3,53,795.289032
3,54,795.289032
3,55,795.289032
3,56,795.289032
3,57,795.289032
3,58,795.289032
3,59,795.289032
3,60,795.289032
3,61,795.289032
3,62,795.289032
3,63,795.289032
3,64,795.289032
3,65,795.289032
3,66,795.289032
3,67,795.289032
3,68,795.289032
3,69,795.289032
3,70,795.289032
3,71,795.289032
3,72,795.289032
3,73,795.289032
3,74,795.289032
3,75,795.289032
3,76,795.289032
3,77,795.289032
3,78,795.289032
3,79,795.289032
3,80,795.289032
3,81,795.289032
3,82,795.289032
3,83,795.289032
3,84,795.289032
3,85,795.289032
3,86,795.289032
3,87,795.289032
3,88,795.289032
3,89,795.289032
3,90,795.289032
3,91,795.289032
3,92,795.289032
3,93,795.289032
3,94,795.289032
3,95,795.289032
3,96,795.289032
3,97,795.289032
3,98,795.289032
3,99,795.289032
4,0,516.215614
4,1,527.605280
4,2,637.783948
4,3,637.783948
4,4,637.783948
4,5,660.609090
4,6,663.803322
4,7,663.803322
4,8,738.551595
4,9,738.551595
4,10,738.551595
4,11,787.260864
4,12,787.260864
4,13,787.260864
4,14,787.260864
4,15,787.260864
4,16,787.260864
4,17,787.260864
4,18,787.260864
4,19,787.260864
4,20,787.260864
4,21,787.260864
4,22,787.260864
4,23,787.260864
4,24,787.260864
4,25,787.260864
4,26,787.260864
4,27,787.260864
4,28,787.260864
4,29,787.260864
4,30,787.260864
4,31,787.260864
4,32,787.260864
4,33,787.260864
4,34,787.260864
4,35,787.260864
4,36,787.260864
4,37,787.260864
4,38,787.260864
4,39,787.260864
4,40,787.260864
4,41,802.077005
4,42,802.077005
4,43,802.077005
4,44,802.077005
4,45,802.077005
4,46,802.077005
4,47,802.077005
4,48,802.077005
4,49,802.077005
4,50,802.077005
4,51,802.077005
4,52,802.077005
4,53,802.077005
4,54,802.077005
4,55,802.077005
4,56,802.077005
4,57,802.077005
4,58,802.077005
4,59,802.077005
4,60,802.077005
4,61,802.077005
4,62,802.077005
4,63,802.077005
4,64,802.077005
4,65,802.077005
4,66,802.077005
4,67,802.077005
4,68,802.077005
4,69,802.077005
4,70,802.077005
4,71,815.697407
4,72,815.697407
4,73,815.697407
4,74,815.697407
4,75,815.697407
4,76,815.697407
4,77,815.697407
4,78,815.697407
4,79,815.697407
4,80,815.697407
4,81,815.697407
4,82,815.697407
4,83,815.697407
4,84,815.697407
4,85,815.697407
4,86,815.697407
4,87,815.697407
4,88,815.697407
4,89,815.697407
4,90,815.697407
4,91,815.697407
4,92,815.697407
4,93,815.697407
4,94,815.697407
4,95,815.697407
4,96,815.697407
4,97,815.697407
4,98,815.697407
4,99,815.697407
5,0,670.424325
5,1,670.424325
5,2,670.424325
5,3,673.491567
5,4,706.124159
5,5,748.849922
5,6,748.849922
5,7,748.849922
5,8,748.849922
5,9,748.849922
5,10,748.849922
5,11,748.849922
5,12,748.849922
5,13,748.849922
5,14,748.849922
5,15,748.849922
5,16,748.849922
5,17,748.849922
5,18,748.849922
5,19,748.849922
5,20,748.849922
5,21,748.849922
5,22,787.949737
5,23,787.949737
5,24,792.980017
5,25,792.980017
5,26,792.980017
5,27,792.980017
5,28,792.980017
5,29,792.980017
5,30,792.980017
5,31,792.980017
5,32,792.980017
5,33,792.980017
5,34,792.980017
5,35,792.980017
5,36,792.980017
5,37,792.980017
5,38,792.980017
5,39,792.980017
5,40,792.980017
5,41,792.980017
5,42,792.980017
5,43,792.980017
5,44,792.980017
5,45,792.980017
5,46,792.980017
5,47,792.980017
5,48,792.980017
5,49,792.980017
5,50,792.980017
5,51,792.980017
5,52,792.980017
5,53,792.980017
5,54,792.980017
5,55,792.980017
5,56,792.980017
5,57,792.980017
5,58,792.980017
5,59,792.980017
5,60,792.980017
5,61,792.980017
5,62,792.980017
5,63,792.980017
5,64,792.980017
5,65,792.980017
5,66,792.980017
5,67,792.980017
5,68,792.980017
5,69,792.980017
5,70,792.980017
5,71,792.980017
5,72,792.980017
5,73,792.980017
5,74,792.980017
5,75,792.980017
5,76,792.980017
5,77,792.980017
5,78,792.980017
5,79,792.980017
5,80,792.980017
5,81,792.980017
5,82,792.980017
5,83,792.980017
5,84,792.980017
5,85,792.980017
5,86,792.980017
5,87,792.980017
5,88,792.980017
5,89,792.980017
5,90,792.980017
5,91,792.980017
5,92,792.980017
5,93,792.980017
5,94,792.980017
5,95,792.980017
5,96,792.980017
5,97,792.980017
5,98,792.980017
5,99,792.980017
6,0,642.782486
6,1,642.782486
6,2,666.199389
6,3,666.199389
6,4,672.172243
6,5,672.172243
6,6,701.944123
6,7,714.229064
6,8,714.229064
6,9,714.229064
6,10,714.229064
6,11,714.229064
6,12,714.229064
6,13,714.229064
6,14,758.315775
6,15,758.315775
6,16,758.315775
6,17,758.315775
6,18,758.315775
6,19,758.315775
6,20,758.315775
6,21,758.315775
6,22,758.315775
6,23,758.315775
6,24,758.481288
6,25,758.481288
6,26,773.857509
6,27,773.857509
6,28,773.857509
6,29,773.857509
6,30,773.857509
6,31,773.857509
6,32,773.857509
6,33,773.857509
6,34,773.857509
6,35,773.857509
6,36,773.857509
6,37,773.857509
6,38,773.857509
6,39,773.857509
6,40,777.338032
6,41,777.338032
6,42,777.338032
6,43,777.338032
6,44,777.338032
6,45,789.692137
6,46,789.692137
6,47,789.692137
6,48,794.750315
6,49,840.240147
6,50,840.240147
6,51,840.240147
6,52,840.240147
6,53,840.240147
6,54,840.240147
6,55,840.240147
6,56,840.240147
6,57,840.240147
6,58,840.240147
6,59,840.240147
6,60,840.240147
6,61,840.240147
6,62,840.240147
6,63,840.240147
6,64,840.240147
6,65,840.240147
6,66,840.240147
6,67,840.240147
6,68,840.240147
6,69,840.240147
6,70,840.240147
6,71,840.240147
6,72,840.240147
6,73,840.240147
6,74,840.240147
6,75,840.240147
6,76,840.240147
6,77,840.240147
6,78,840.240147
6,79,840.240147
6,80,840.240147
6,81,840.240147
6,82,840.240147
6,83,840.240147
6,84,840.240147
6,85,840.240147
6,86,840.240147
6,87,840.240147
6,88,840.240147
6,89,840.240147
6,90,840.240147
6,91,840.240147
6,92,840.240147
6,93,840.240147
6,94,840.240147
6,95,840.240147
6,96,840.240147
6,97,840.240147
6,98,840.240147
6,99,840.240147
7,0,448.269746
7,1,520.149110
7,2,635.168646
7,3,649.571898
7,4,649.571898
7,5,655.443939
7,6,673.562576
7,7,673.562576
7,8,673.562576
7,9,690.844261
7,10,690.844261
7,11,704.637718
7,12,721.912574
7,13,736.576635
7,14,738.665727
7,15,738.665727
7,16,738.665727
7,17,738.665727
7,18,759.039751
7,19,803.179343
7,20,803.179343
7,21,803.179343
7,22,803.179343
7,23,803.179343
7,24,803.179343
7,25,803.179343
7,26,803.179343
7,27,803.179343
7,28,803.179343
7,29,803.179343
7,30,803.179343
7,31,803.179343
7,32,803.179343
7,33,803.179343
7,34,803.179343
7,35,803.179343
7,36,803.179343
7,37,803.179343
7,38,803.179343
7,39,803.179343
7,40,803.179343
7,41,803.179343
7,42,803.179343
7,43,803.179343
7,44,803.179343
7,45,803.179343
7,46,803.179343
7,47,803.179343
7,48,803.179343
7,49,803.179343
7,50,803.179343
7,51,803.179343
7,52,803.179343
7,53,803.179343
7,54,803.179343
7,55,803.179343
7,56,803.179343
7,57,803.179343
7,58,803.179343
7,59,803.179343
7,60,803.179343
7,61,803.179343
7,62,803.179343
7,63,803.179343
7,64,803.179343
7,65,803.179343
7,66,803.179343
7,67,803.179343
7,68,803.179343
7,69,803.179343
7,70,803.179343
7,71,803.179343
7,72,803.179343
7,73,803.179343
7,74,803.179343
7,75,803.179343
7,76,803.179343
7,77,803.179343
7,78,803.179343
7,79,803.179343
7,80,803.179343
7,81,803.179343
7,82,803.179343
7,83,803.179343
7,84,803.179343
7,85,803.179343
7,86,803.179343
7,87,803.179343
7,88,803.179343
7,89,803.179343
7,90,803.179343
7,91,803.179343
7,92,803.179343
7,93,803.179343
7,94,803.179343
7,95,803.179343
7,96,803.179343
7,97,803.179343
7,98,803.179343
7,99,803.179343
8,0,467.258497
8,1,569.266734
8,2,592.458018
8,3,670.717733
8,4,670.717733
8,5,670.717733
8,6,670.717733
8,7,670.717733
8,8,681.737121
8,9,681.737121
8,10,698.938272
8,11,698.938272
8,12,698.938272
8,13,707.750176
8,14,727.971290
8,15,738.388594
8,16,738.388594
8,17,738.388594
8,18,752.459074
8,19,752.459074
8,20,753.698330
8,21,753.698330
8,22,791.824561
8,23,791.824561
8,24,791.824561
8,25,791.824561
8,26,791.824561
8,27,791.824561
8,28,791.824561
8,29,791.824561
8,30,791.824561
8,31,791.824561
8,32,791.824561
8,33,791.824561
8,34,791.824561
8,35,791.824561
8,36,791.824561
8,37,791.824561
8,38,791.824561
8,39,791.824561
8,40,791.824561
8,41,791.824561
8,42,791.824561
8,43,791.824561
8,44,791.824561
8,45,791.824561
8,46,791.824561
8,47,791.824561
8,48,791.824561
8,49,791.824561
8,50,791.824561
8,51,791.824561
8,52,791.824561
8,53,791.824561
8,54,791.824561
8,55,791.824561
8,56,791.824561
8,57,791.824561
8,58,791.824561
8,59,791.824561
8,60,791.824561
8,61,791.824561
8,62,791.824561
8,63,791.824561
8,64,791.824561
8,65,791.824561
8,66,791.824561
8,67,791.824561
8,68,791.824561
8,69,791.824561
8,70,791.824561
8,71,791.824561
8,72,791.824561
8,73,791.824561
8,74,791.824561
8,75,791.824561
8,76,791.824561
8,77,791.824561
8,78,791.824561
8,79,791.824561
8,80,791.824561
8,81,791.824561
8,82,791.824561
8,83,791.824561
8,84,791.824561
8,85,791.824561
8,86,812.164580
8,87,812.164580
8,88,812.164580
8,89,812.164580
8,90,812.164580
8,91,812.164580
8,92,812.164580
8,93,812.164580
8,94,812.164580
8,95,812.164580
8,96,812.164580
8,97,812.164580
8,98,812.164580
8,99,812.164580
9,0,580.067036
9,1,580.067036
9,2,595.734722
9,3,607.536834
9,4,632.970484
9,5,633.486385
9,6,708.308042
9,7,719.477891
9,8,719.477891
9,9,719.477891
9,10,737.904790
9,11,751.348785
9,12,759.409916
9,13,759.409916
9,14,762.798218
9,15,796.541807
9,16,796.541807
9,17,796.541807
9,18,796.541807
9,19,796.541807
9,20,796.541807
9,21,796.541807
9,22,796.541807
9,23,796.541807
9,24,796.541807
9,25,796.541807
9,26,796.541807
9,27,796.541807
9,28,796.541807
9,29,796.541807
9,30,796.541807
9,31,796.541807
9,32,796.541807
9,33,796.541807
9,34,796.541807
9,35,796.541807
9,36,796.541807
9,37,796.541807
9,38,796.541807
9,39,796.541807
9,40,796.541807
9,41,796.541807
9,42,796.541807
9,43,796.541807
9,44,796.541807
9,45,796.541807
9,46,796.541807
9,47,796.541807
9,48,796.541807
9,49,796.541807
9,50,796.541807
9,51,796.541807
9,52,796.541807
9,53,796.541807
9,54,796.541807
9,55,796.541807
9,56,796.541807
9,57,796.541807
9,58,796.541807
9,59,796.541807
9,60,796.541807
9,61,796.541807
9,62,796.541807
9,63,798.313756
9,64,798.313756
9,65,798.313756
9,66,798.313756
9,67,798.313756
9,68,798.313756
9,69,798.313756
9,70,798.313756
9,71,798.313756
9,72,798.313756
9,73,798.313756
9,74,798.313756
9,75,798.313756
9,76,798.313756
9,77,798.313756
9,78,798.313756
9,79,798.313756
9,80,798.313756
9,81,798.313756
9,82,798.313756
9,83,798.313756
9,84,798.313756
9,85,798.313756
9,86,798.313756
9,87,798.313756
9,88,798.313756
9,89,798.313756
9,90,798.313756
9,91,800.843262
9,92,800.843262
9,93,800.843262
9,94,800.843262
9,95,800.843262
9,96,800.843262
9,97,800.843262
9,98,800.843262
9,99,800.843262
10,0,455.354898
10,1,533.554319
10,2,590.245667
10,3,614.386780
10,4,620.562517
10,5,658.554321
10,6,658.554321
10,7,658.554321
10,8,658.554321
10,9,659.890356
10,10,673.620761
10,11,673.620761
10,12,673.620761
10,13,704.701778
10,14,704.701778
10,15,704.701778
10,16,733.575342
10,17,733.575342
10,18,733.575342
10,19,733.575342
10,20,738.667228
10,21,760.544489
10,22,772.293402
10,23,772.293402
10,24,772.293402
10,25,772.293402
10,26,772.293402
10,27,772.293402
10,28,772.293402
10,29,772.293402
10,30,777.263873
10,31,777.263873
10,32,777.263873
10,33,777.263873
10,34,777.263873
10,35,777.263873
10,36,777.263873
10,37,777.263873
